data_project_995994_2025_05_05
lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_23;v_3;v_1;v_2;v_16;v_357;v_377;v_378;v_457;v_17;v_18;v_25;v_359;v_452;v_380;v_421;v_368;v_374;v_28;v_29;v_572;v_34;v_35;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_44;v_47;v_667;v_668;v_669;v_461;v_454;v_45;v_46;v_455;v_482;v_484;v_487;v_76;v_73;v_79;v_68;v_70;v_71;v_74;v_78;v_77;v_75;v_69;v_72;v_466;v_557;v_576;v_80;v_81;v_87;v_92;v_88;v_91;v_83;v_93;v_89;v_90;v_84;v_86;v_82;v_85;v_463;v_558;v_575;v_95;v_96;v_577;v_670;v_671;v_672;v_673;v_674;v_675;v_676;v_677;v_97;v_98;v_99;v_100;v_101;v_102;v_303;v_103;v_422;v_104;v_105;v_343;v_344;v_345;v_346;v_347;v_348;v_349;v_350;v_351;v_423;v_559;v_560;v_561;v_562;v_563;v_564;v_565;v_566;v_567;v_568;v_569;v_158;v_159;v_160;v_161;v_162;v_573;v_574;v_163;v_164;v_385;v_386;v_418;v_409;v_410;v_388;v_389;v_392;v_393;v_394;v_395;v_396;v_397;v_399;v_401;v_402;v_403;v_404;v_411;v_405;v_408;v_407;v_406;v_387;v_417;v_459;v_571;v_246;v_248;v_250;v_252;v_254;v_277;v_278;v_279;v_280;v_281;v_282;v_283;v_284;v_285;v_286;v_194;v_297
119;0;0;31;6650617;-77;721;169;5;18;-99;1;2;2;-99;2;11;-99;3;3;3;1;-99;5;-99;1;0;0;0;-99;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-99;1;3;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-99;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;-99;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-99;-66;-66;-99;-66;-66;-66;-66;-66;-66;-66;3;4;4;4;4;4;4;4;4;4;4;0;1;0;0;0;0;0;0;-99;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;4;5;4;4;5;4;4;4;4;4;4;18;3;24;13;14;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
120;0;0;22;6650609;-77;224;82;2;2;-99;1;1;3;-99;3;3;-99;4;4;2;1;-99;6;-99;0;0;0;1;It seems no one has any idea;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;-99;1;4;4;2;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;-99;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-99;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;-99;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
121;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
122;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
123;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
124;0;0;31;6650617;-77;1159;220;250;14;-99;1;1;6;-99;3;4;-99;3;3;3;2;-99;1;-99;0;1;0;0;-99;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-99;2;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;-99;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;-99;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-66;-99;4;1;1;1;2;4;2;4;4;1;4;1;1;1;0;0;0;0;0;-99;2;2;2;4;4;4;2;4;5;3;3;4;2;2;2;2;2;1;1;3;1;1;1;1;4;1;3;9;5;25;8;24;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
125;0;0;22;6650614;-77;679;201;4;2;-99;2;1;5;-99;3;4;-99;2;2;2;3;-99;7;-99;0;1;0;0;-99;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Questionnaires ;1;4;4;2;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;0;-99;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;-99;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;-99;-66;N-Q text ;-66;-66;-66;-66;N-Q text ;-66;-66;-66;4;4;4;2;4;4;2;4;3;3;3;0;0;0;0;0;0;1;0;-99;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
126;0;0;31;6650617;-77;1797;201;15;23;-99;2;1;2;-99;4;3;-99;2;2;3;1;-99;5;-99;1;1;0;0;-99;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;-99;1;2;3;2;1;0;1;1;0;1;0;0;1;1;0;1;1;1;0;0;-99;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;-99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;3;1;4;1;1;4;2;1;2;3;3;1;1;1;0;0;0;0;0;-99;2;2;3;4;2;2;2;1;1;2;3;3;2;4;2;1;2;2;2;3;4;2;2;4;2;1;3;14;21;4;24;1;Work effort is often underestimated and project schedule is a challenge already from the beginning.;It's not clear who's responsible on a system level for the product. Software team also handle s system, hw and verification to some extent.;The channels used are unclear and it's hard to get a complete view of what has been said, by who and when.;Different parts of the project team(s) have their own important goal which does not always match.;The channels used are unclear and it's hard to get a complete view of what has been said, by who and when.;"Late delivery; quality issues";Important functionality can be neglected or incorrectly prioritised, or completely misunderstood.;We lose information and decide on wrong information.;We get the wrong focus on the project as a whole.;We lose information and decide on wrong information.;-99;-99
127;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
128;0;0;22;6671742;-77;460;82;11;22;Chemical industry;1;1;6;-99;4;3;-99;4;2;3;1;-99;7;-99;1;0;0;0;-99;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;-99;1;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-99;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;-99;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
129;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
130;0;0;31;6650617;-77;1451;196;4;21;-99;1;1;1;-99;2;3;-99;3;2;2;1;-99;2;-99;1;0;0;0;-99;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;-99;1;4;4;2;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;-99;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;-99;-66;-99;-66;-99;-99;-66;-66;-99;-66;-66;4;4;4;2;2;3;4;3;5;2;3;0;1;0;0;0;0;0;0;-99;2;4;4;2;4;3;2;4;2;4;4;3;4;1;1;3;2;1;2;1;4;4;1;3;5;3;3;8;6;16;5;11;Lack of knowledge about real requirements;Lack of knowledge about real requirements;Lack of knowledge about real requirements;Unclear goals;unclear goals;waist of time and money;team frustration, waist of time and money;more meetings, delays in deliveries;delays in deliveries, risk of failure;delays in deliveries;-99;-99
131;0;0;20;0;-77;0;-77;-66;-77;-66;-77;-77;-77;-66;-77;-77;-66;-77;-77;-77;-77;-66;-77;-66;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
132;0;0;31;6650617;-77;823;212;25;22;Coca cola;1;1;6;-99;1;1;-99;1;1;2;3;-99;3;-99;1;0;0;0;-99;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;2;4;4;2;0;0;0;1;1;0;1;0;1;0;1;1;0;1;0;0;-99;0;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;-99;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;-99;-66;-99;-66;-66;-66;-66;-66;-99;-66;-66;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0;0;0;-99;4;4;4;2;2;2;2;2;2;3;2;2;3;3;3;3;3;2;2;2;2;4;3;3;2;2;2;10;6;5;27;0;-99;-99;-99;-99;-66;-99;-99;-99;-99;-66;-99;-99
133;0;0;31;6650617;-77;804;212;10;19;-99;1;1;6;-99;1;3;-99;3;1;2;1;-99;6;-99;1;0;0;0;-99;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;-99;2;3;5;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;-99;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;-99;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-99;-66;-66;-99;-66;-66;-66;-66;-66;-66;-66;5;2;3;3;4;3;3;4;3;3;4;0;0;1;0;0;0;0;0;-99;2;4;4;3;4;4;2;3;3;5;2;2;1;4;3;4;2;2;2;2;2;2;1;3;2;3;3;10;2;16;6;0;-99;-99;-99;-99;-66;-99;-99;-99;-99;-66;-99;-99
134;0;0;22;6671741;-77;-1;212;40;18;-99;1;1;5;-99;3;12;Test lead;2;1;1;1;-99;7;-99;0;1;0;0;-99;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-99;2;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
135;0;0;31;6650617;-77;1264;212;16;3;-99;1;1;6;-99;1;3;-99;2;2;2;1;-99;7;-99;1;0;0;0;-99;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;-99;2;4;5;2;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;-99;1;1;0;0;0;1;1;0;1;1;1;1;1;1;0;0;-99;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-66;-99;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;0;0;0;0;-99;4;4;4;2;2;4;4;4;4;2;4;3;5;2;2;4;4;3;4;2;2;2;3;4;4;4;2;13;7;1;2;24;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
136;0;0;22;6675383;-77;292;18;10;7;-99;1;1;2;-99;1;3;-99;2;1;2;1;-99;2;-99;1;0;0;0;-99;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;-99;2;4;5;2;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;-99;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-99;3;1;0;0;0;0;0;0;0;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
137;0;0;31;6650617;-77;1961;212;10;18;-99;1;1;3;-99;3;3;-99;2;1;3;1;-99;2;-99;1;0;0;0;-99;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;-99;1;4;4;2;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;-99;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;-99;1;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;-99;İnteroperability;Modularity, modifiability, testability, reusability;Time behaviour, resource utilisation, capacity;Adaptability;Availability;Risk free design;Authenticity;Accessability, operability;-66;Laws, personal data;3;4;4;4;4;4;2;2;4;4;4;1;1;1;0;0;0;0;0;-99;2;4;4;2;2;4;4;5;5;4;4;4;2;4;5;4;4;1;2;3;2;3;1;4;4;3;4;15;6;12;14;25; unrealistic and unclear expectations;unthoughtful desires;Miscommunication between teams;Limited time for implementation;documenting vague requests;Requesters do not know what they want;Requesters do not know what they want;Requesters do not know what they want;The project was pushed out of schedule, leaving little time for implementation;Standard format is a must;-99;-99
138;0;0;31;6650617;-77;619;196;20;22;System Engineering ;1;1;3;-99;5;3;-99;2;3;4;2;-99;7;-99;1;0;0;0;-99;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-99;2;3;4;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;-99;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;-99;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;-99;-99;-99;-66;-66;-66;-66;-99;-99;-66;-66;3;4;4;5;5;2;2;4;3;4;4;0;1;0;0;0;0;0;0;-99;4;2;4;4;4;5;4;5;4;4;3;3;4;4;3;4;4;4;4;3;5;4;2;4;4;3;5;2;5;17;8;27;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
139;0;0;31;6650617;-77;1901;196;14;14;-99;1;1;1;-99;4;12;Director;3;3;3;2;-99;3;-99;0;1;0;0;-99;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;2;2;3;4;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;-99;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;-99;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;-99;Text;-66;-66;Text;-66;Text;Text;-66;-66;-66;2;5;4;4;5;4;4;4;4;4;5;0;0;0;0;1;0;0;0;-99;2;3;4;4;4;5;3;4;5;4;4;4;4;4;2;5;5;2;4;4;2;5;2;4;4;5;4;13;12;3;10;16;Technical team is not too interested in the domain;Customer are not really involved;"Lack of methodology;it is difficult to get to the customer";Targets were not clear;"Lack of time to write good requirements; lack of technique; poor methodology";A lot of time is wasted trying to understand the customer;Difficulty in understanding the needs and context;Slowness to detect changes;"More mistakes; delays in delivery";"More mistakes; delays in delivery";There are cultural and organizational problems, both project team and customer;-99
140;0;0;31;6650617;-77;1103;196;10;9;-99;1;1;5;-99;2;7;-99;2;1;3;1;-99;5;-99;1;0;0;0;-99;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;-99;1;4;3;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;-99;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;-99;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99;-66;-66;-99;-66;-66;-66;-66;-66;-66;-66;4;1;1;1;1;5;5;5;1;5;5;1;0;1;0;0;0;0;0;-99;1;4;5;2;1;2;1;1;4;4;1;5;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3;13;2;12;10;Rigid company structure where requirements are gathered by one department, then handed over to our team;No direct communication to most customers or stakeholders ;no direct communication to most customers or stakeholders ;The only source of information is the product department, which is a proxy to the customers;goals change, we get to know that after product talks to customer;time wasted in internal processes and information channels. difference between expectations and reality;not building or offering the most suited solution that the team could provide;not being able to receive frequent feedback ;not being able to propose or innovate;delay in the alignment towards goals ;-99;-99
141;0;0;22;6650609;-77;352;212;5;21;-99;1;2;2;-99;1;3;-99;2;2;2;6;-99;1;-99;1;0;0;0;-99;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;-99;2;3;5;1;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;0;-99;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;-99;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;-99;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
142;0;0;22;6671737;-77;148;212;3;6;-99;2;2;6;-99;5;9;-99;2;1;3;2;-99;3;-99;1;1;0;0;-99;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-99;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
143;0;0;22;6650615;-77;2418;196;100;2;-99;1;1;6;-99;1;12;UX Designer;2;2;3;1;-99;5;-99;1;0;0;0;-99;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;0;-99;2;4;4;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;-99;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;0;-99;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;-99;-66;-66;-66;-66;-66;-66;-66;Using the NNgroup UX Heuristics to group them;-66;-66;4;2;4;2;4;2;3;4;2;2;2;0;0;0;0;0;1;0;0;-99;2;4;2;2;3;4;2;4;4;4;3;3;4;3;4;5;5;2;2;4;2;4;5;3;4;3;3;17;23;16;5;10;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
144;0;0;31;6650617;-77;1037;196;20;8;-99;1;1;5;-99;3;8;-99;1;1;3;2;-99;3;-99;1;0;0;0;-99;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;-99;2;5;5;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;-99;0;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0;-99;1;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;-99;-99;-66;-99;-66;-99;-66;-99;-99;-66;-66;2;4;2;1;2;4;2;4;2;2;1;1;1;1;0;0;0;0;0;-99;2;2;4;2;4;4;4;3;3;5;5;5;4;4;5;4;2;1;2;3;3;3;2;3;3;3;3;2;5;8;15;24;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
145;0;0;22;6650610;-77;592;212;10;3;-99;1;1;1;-99;1;5;-99;3;2;2;2;-99;2;-99;1;0;0;0;-99;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;-99;2;4;4;4;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;-99;1;1;1;1;0;0;1;0;0;1;1;1;0;1;0;0;-99;1;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;-99;-99;-99;-99;-99;-99;-99;-99;-99;-66;-99;4;4;4;4;4;4;4;4;4;4;4;-77;-77;-77;-77;-77;-77;-77;-77;-66;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66;-66
146;0;0;31;6650617;-77;1187;196;12;22;Ports;1;1;6;-99;2;3;-99;3;1;1;1;-99;1;-99;0;0;1;0;-99;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-99;4;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-99;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;-99;following any specific guideline;following any specific guideline;Charts;Text;following any specific guideline;Charts;following any specific guideline;following any specific guideline;-66;Text;4;2;5;5;5;5;5;5;2;5;5;0;0;0;0;1;0;0;0;-99;5;5;1;1;1;2;2;2;1;5;5;2;1;5;1;1;1;1;1;1;1;1;1;1;5;5;2;11;10;8;27;9;Customers;Customers;Customers;Project lead;Analysts;"Extra efforce; lack of time";"Extra efforce; lack of time";"Extra efforce; lack of time";"Extra efforce; lack of time";"Extra efforce; lack of time";-99;-99
